Vehicle,Days,Distance,HardBrakes,HardAccelerations,NightTime_Pct,VehicleType,Loss
13618,365,11240,164,31,0.037,Truck,0
13619,365,16240,90,66,0.001,SUV,0
13620,365,16100,30,223,0,Car,0
13621,365,13872,128,5,0.011,Car,0
13622,365,11608,158,18,0.002,Car,0
13623,365,10041,22,4,0.032,Truck,0
13624,365,9503,58,1,0.001,SUV,0
13625,365,7226,51,36,0.018,Truck,0
13626,365,11741,208,5,0.006,Truck,0
13627,365,17296,60,72,0.054,Truck,0
13628,365,10217,20,97,0.003,Car,0
13629,365,16267,461,54,0,SUV,0
13630,365,10782,109,16,0.012,Truck,0
13631,365,26420,43,113,0,SUV,0
13632,365,10985,3,36,0,Truck,0
13633,365,9997,106,2,0.118,SUV,0
13634,365,16471,131,619,0.013,Truck,0
13635,365,16488,141,108,0,SUV,0
13636,365,14515,80,26,0.001,Truck,0
13637,365,24250,29,58,0.194,SUV,0
13638,365,18474,26,7,0.031,SUV,0
13639,365,13042,262,2,0.001,Truck,0
13640,365,16157,54,58,0.001,Car,0
13641,365,12008,55,33,0.017,SUV,1
13642,365,11684,104,102,0,SUV,0
13643,365,8156,24,13,0.001,Car,0
13644,365,7444,15,9,0.039,Truck,0
13645,365,8437,269,4,0.005,SUV,0
13646,365,14640,22,12,0,SUV,0
13647,365,22545,173,151,0.001,SUV,1
13648,365,16150,108,108,0.051,Truck,0
13649,365,9351,274,15,0,SUV,0
13650,365,18121,65,55,0.008,Car,0
13651,365,18821,94,137,0,SUV,0
13652,365,12964,173,137,0.045,Truck,0
13653,365,12289,9,83,0.014,Car,1
13654,365,15131,69,97,0,Truck,0
13655,365,16265,44,331,0.004,SUV,1
13656,365,21056,43,68,0.081,Car,1
13657,365,17636,212,325,0.04,Car,0
13658,365,13271,35,40,0.024,SUV,0
13659,365,16289,208,149,0.037,SUV,1
13660,365,15965,214,6,0,Truck,0
13661,365,12631,16,155,0.027,Car,0
13662,365,17472,301,68,0.006,Minivan,0
13663,365,21532,359,21,0.021,Truck,0
13664,365,13270,38,333,0.003,Car,0
13665,365,13049,260,97,0.048,SUV,1
13666,365,17603,53,36,0.025,SUV,0
13667,365,11199,72,31,0.004,Truck,0
13668,365,14514,7,57,0.006,Car,0
13669,365,11632,328,50,0.002,Car,0
13670,365,18070,264,50,0.014,Car,0
13671,365,8651,159,129,0.044,SUV,0
13672,365,19080,223,139,0.011,Truck,1
13673,365,15034,7,185,0.096,SUV,0
13674,365,11259,18,61,0,Minivan,0
13675,365,18282,291,9,0.059,SUV,0
13676,365,12770,24,155,0,Truck,0
13677,365,18228,554,429,0,SUV,0
13678,365,7805,46,6,0.094,SUV,0
13679,365,7544,23,78,0,SUV,0
13680,365,12970,28,4,0,Car,0
13681,365,17080,39,8,0.017,Car,0
13682,365,9586,250,1,0.12,SUV,0
13683,365,10160,8,130,0.029,Truck,0
13684,365,7933,369,47,0.008,Truck,0
13685,365,17172,87,66,0.006,SUV,0
13686,365,15267,128,105,0.021,SUV,0
13687,365,9553,207,42,0,SUV,0
13688,365,6998,102,38,0,Car,0
13689,365,7731,1,68,0.042,Car,0
13690,365,19082,152,92,0.179,SUV,0
13691,365,10481,271,212,0.068,SUV,0
13692,365,15381,544,361,0.066,Car,1
13693,365,10391,64,7,0.076,Car,0
13694,365,7215,192,30,0.016,SUV,0
13695,365,8075,21,61,0.047,Truck,0
13696,365,9873,215,18,0.006,SUV,0
13697,365,11997,33,104,0.03,Truck,0
13698,365,13126,73,83,0.233,Car,0
13699,365,15215,124,316,0,Minivan,0
13700,365,13258,236,119,0.003,Truck,1
13701,365,7759,19,85,0.007,Car,0
13702,365,13233,44,9,0,Truck,0
13703,365,16458,149,305,0.025,Truck,0
13704,365,11926,128,27,0.03,SUV,1
13705,365,9007,294,186,0,Truck,0
13706,365,14963,5,39,0,Car,0
13707,365,21292,103,295,0,Car,0
13708,365,17450,257,104,0.242,SUV,1
13709,365,9285,173,25,0.069,SUV,0
13710,365,12706,254,226,0.001,Truck,0
13711,365,9750,389,1,0.001,SUV,0
13712,365,8862,333,56,0.009,Truck,0
13713,365,15730,17,235,0,Car,1
13714,365,14522,722,201,0.016,Minivan,0
13715,365,9684,116,2,0.038,Minivan,0
13716,365,9057,8,21,0,Truck,0
13717,365,14783,28,37,0.022,Car,0
13718,365,6871,85,176,0.001,Car,0
13719,365,9392,107,18,0.001,Car,0
13720,365,14405,317,262,0.002,Car,0
13721,365,14749,165,21,0,SUV,0
13722,365,8773,70,177,0.128,Minivan,1
13723,365,12142,78,35,0.049,Car,0
13724,365,8665,136,28,0,Truck,0
13725,365,10319,140,44,0.004,SUV,0
13726,365,15483,112,437,0,Car,1
13727,365,12678,187,128,0,Truck,0
13728,365,23504,43,298,0.027,Truck,0
13729,365,7974,5,27,0.002,Truck,1
13730,365,18534,89,133,0.028,SUV,0
13731,365,12253,3,38,0.047,Truck,0
13732,365,23049,284,53,0.043,Car,1
13733,365,17143,273,379,0.005,Truck,0
13734,365,15096,101,63,0.058,SUV,0
13735,365,8102,62,148,0.002,Car,0
13736,365,17395,47,15,0,Truck,0
13737,365,9442,104,53,0.008,Car,0
13738,365,9921,39,43,0,Truck,0
13739,365,16978,112,55,0.047,Truck,0
13740,365,13021,10,4,0.014,Truck,0
13741,365,14715,41,160,0.006,Truck,0
13742,365,8333,52,40,0.042,Truck,0
13743,365,19571,153,207,0.019,Truck,0
13744,365,17299,137,85,0,Car,0
13745,365,9698,63,7,0.152,Car,0
13746,365,14306,16,14,0,Car,0
13747,365,14805,16,16,0.166,SUV,0
13748,365,11621,220,62,0.008,Truck,0
13749,365,13413,70,1,0.083,Car,1
13750,365,14029,421,48,0.136,SUV,0
13751,365,11639,6,47,0.012,Car,0
13752,365,9983,252,14,0.223,Truck,0
13753,365,13384,38,164,0.044,Car,0
13754,365,10742,116,19,0.031,Car,0
13755,365,10130,160,91,0.008,Truck,1
13756,365,11733,192,120,0.07,Minivan,0
13757,365,15664,40,199,0.005,Truck,0
13758,365,16090,236,194,0,Truck,1
13759,365,18049,21,239,0.002,Car,0
13760,365,13190,61,28,0.035,SUV,1
13761,365,20525,12,59,0.185,Minivan,0
13762,365,10952,295,16,0,SUV,0
13763,365,15697,210,18,0.049,Car,0
13764,365,10227,93,58,0.063,SUV,0
13765,365,9712,102,34,0.004,Truck,0
13766,365,15928,202,78,0.003,Truck,0
13767,365,11276,141,2,0.002,Truck,0
13768,365,16018,711,25,0.03,Car,0
13769,365,8248,86,203,0.011,Car,0
13770,365,17091,133,184,0.001,Truck,0
13771,365,12166,111,233,0.001,Truck,0
13772,365,12031,237,9,0.037,SUV,0
13773,365,25251,492,30,0,Truck,1
13774,365,13482,63,409,0.003,Car,0
13775,365,14092,164,81,0,Truck,0
13776,365,8361,24,24,0.035,Truck,0
13777,365,12271,461,154,0.056,Car,0
13778,365,9718,40,323,0.01,SUV,1
13779,365,22959,9,189,0,SUV,0
13780,365,8036,150,155,0.107,Truck,0
13781,365,20740,61,33,0.365,Car,0
13782,365,12027,159,136,0.002,SUV,0
13783,365,16918,554,15,0.001,Truck,0
13784,365,15594,490,13,0.003,Car,0
13785,365,17246,132,236,0.002,Truck,0
13786,365,21006,156,52,0.002,Truck,0
13787,365,14677,13,242,0.001,Car,0
13788,365,16871,335,59,0,Truck,0
13789,365,11919,75,163,0,Truck,0
13790,365,10682,124,127,0.019,Car,1
13791,365,11663,42,128,0.005,Car,0
13792,365,14383,139,4,0.024,Truck,1
13793,365,20175,266,7,0.001,Truck,0
13794,365,14661,151,256,0.046,Car,0
13795,365,9158,142,4,0.002,Truck,0
13796,365,16770,598,156,0.01,SUV,0
13797,365,12149,6,76,0,Truck,0
13798,365,9735,401,21,0.102,Truck,0
13799,365,19846,58,19,0.005,Car,0
13800,365,13100,80,49,0.011,SUV,0
13801,365,9094,23,45,0,Minivan,0
13802,365,11891,188,152,0.005,Car,0
13803,365,8294,128,4,0,Truck,1
13804,365,13420,69,170,0.076,Truck,0
13805,365,13617,142,194,0.065,Car,0
13806,365,8423,86,31,0.003,Car,1
13807,365,11942,171,141,0,Truck,0
13808,365,12916,157,40,0.004,Truck,0
13809,365,9919,366,25,0.281,Truck,0
13810,365,17265,1091,47,0.176,Car,0
13811,365,12367,141,52,0.02,Car,0
13812,365,12363,240,90,0.205,Truck,0
13813,365,10262,13,1,0.005,Car,0
13814,365,10723,21,26,0.012,Truck,0
13815,365,18608,369,98,0.03,Truck,0
13816,365,13960,68,220,0.058,Car,0
13817,365,14185,67,8,0.011,Truck,1
13818,365,15310,272,91,0.153,Truck,0
13819,365,7892,31,109,0.023,Car,0
13820,365,12413,202,167,0.033,Truck,0
13821,365,11974,92,46,0.018,Car,0
13822,365,12187,35,30,0.039,Car,0
13823,365,10413,186,1,0,SUV,0
13824,365,8039,56,101,0.036,SUV,0
13825,365,15266,210,90,0,Car,0
13826,365,26438,1821,59,0.061,Car,0
13827,365,14646,52,124,0.001,Minivan,0
13828,365,14435,15,45,0.01,Car,0
13829,365,8373,185,149,0.406,Truck,0
13830,365,24345,64,87,0.004,Truck,1
13831,365,19614,212,48,0,SUV,0
13832,365,15329,103,24,0.002,Car,0
13833,365,10736,42,58,0,Car,0
13834,365,8738,61,362,0.032,Truck,0
13835,365,10991,196,17,0.01,Truck,0
13836,365,10611,29,472,0.013,Car,0
13837,365,14331,105,11,0.045,SUV,0
13838,365,16049,51,57,0.065,SUV,0
13839,365,17331,162,292,0.001,SUV,0
13840,365,14172,7,96,0.001,SUV,0
13841,365,9301,69,26,0.006,Truck,0
13842,365,6475,291,13,0,Car,0
13843,365,13457,27,105,0.037,SUV,0
13844,365,14393,58,236,0.057,SUV,1
13845,365,12507,102,243,0.005,SUV,0
13846,365,18826,162,247,0,Car,0
13847,365,16612,128,108,0,Truck,0
13848,365,9026,19,9,0.008,Truck,1
13849,365,17832,41,2,0.104,Truck,0
13850,365,11951,5,22,0,SUV,1
13851,365,26079,315,59,0.116,Truck,1
13852,365,8108,46,4,0.005,Truck,0
13853,365,13518,158,186,0.058,Car,0
13854,365,17805,265,185,0.019,Truck,0
13855,365,19004,353,48,0,Car,0
13856,365,14594,87,96,0.003,Car,0
13857,365,17169,508,145,0,Truck,0
13858,365,14716,274,47,0.002,SUV,0
13859,365,11241,106,18,0.112,Truck,1
13860,365,16432,33,23,0.041,Car,0
13861,365,6987,57,73,0.17,Truck,0
13862,365,15387,212,222,0.001,SUV,0
13863,365,15620,57,105,0.029,Truck,0
13864,365,14351,77,19,0,Car,0
13865,365,14423,31,1,0.039,Car,0
13866,365,9004,83,4,0.063,Truck,0
13867,365,14968,199,3,0.003,Truck,0
13868,365,8195,53,97,0.011,Car,0
13869,365,13965,98,57,0,Truck,0
13870,365,17761,125,197,0.007,Car,0
13871,365,11245,80,12,0,Truck,0
13872,365,19765,147,108,0.002,Car,1
13873,365,13226,4,233,0.042,Car,0
13874,365,13651,146,91,0.016,SUV,0
13875,365,7883,49,38,0,SUV,0
13876,365,17524,671,195,0,Truck,0
13877,365,10572,68,109,0,Car,0
13878,365,12451,48,75,0,Truck,0
13879,365,15153,332,27,0,Minivan,0
13880,365,6154,113,34,0.024,Car,0
13881,365,9280,84,29,0.126,Car,0
13882,365,10707,116,310,0.05,Car,0
13883,365,11576,13,97,0,Truck,0
13884,365,11192,3,30,0.026,SUV,0
13885,365,13437,138,40,0,SUV,0
13886,365,11521,10,39,0.024,Car,0
13887,365,15101,442,220,0,Car,0
13888,365,10410,275,342,0.016,Truck,0
13889,365,13963,180,55,0.117,SUV,0
13890,365,15374,50,228,0,SUV,1
13891,365,18358,6,2,0.004,Car,0
13892,365,13958,157,229,0,Truck,0
13893,365,14362,105,6,0.201,Truck,0
13894,365,17078,483,14,0.034,Truck,0
13895,365,13022,116,75,0.001,SUV,0
13896,365,13297,64,130,0.002,Truck,1
13897,365,21854,83,152,0,SUV,1
13898,365,11648,255,21,0,Car,0
13899,365,13265,24,118,0.063,Car,0
13900,365,16994,77,36,0.001,SUV,0
13901,365,12096,79,65,0.125,Car,0
13902,365,10011,77,2,0,Car,0
13903,365,11130,3,21,0.036,Truck,0
13904,365,10430,48,51,0.036,SUV,0
13905,365,10242,82,65,0.043,Car,1
13906,365,13024,35,59,0.02,Truck,0
13907,365,15739,927,23,0.034,SUV,0
13908,365,12614,35,117,0.006,Car,0
13909,365,12421,30,65,0.064,Car,0
13910,365,12590,328,44,0.001,SUV,0
13911,365,14211,258,219,0.002,Car,0
13912,365,15197,25,34,0,Truck,0
13913,365,13038,18,15,0.013,SUV,0
13914,365,13704,227,105,0.012,Truck,0
13915,365,14023,34,8,0.002,Minivan,0
13916,365,23257,97,218,0.018,Truck,0
13917,365,14436,167,0,0,Truck,0
13918,365,9197,82,36,0.011,SUV,0
13919,365,11508,102,112,0.072,Truck,0
13920,365,7438,9,34,0.102,Car,0
13921,365,21055,55,281,0.01,Truck,0
13922,365,7568,5,16,0,Car,0
13923,365,11885,51,14,0.001,Truck,0
13924,365,9355,30,18,0.015,Truck,0
13925,365,11149,27,47,0,Car,0
13926,365,16440,42,68,0.002,Truck,0
13927,365,12917,47,218,0,Car,1
13928,365,14740,300,95,0,SUV,1
13929,365,10878,84,326,0.056,Truck,0
13930,365,13259,409,42,0.025,Car,0
13931,365,24005,43,22,0,Car,0
13932,365,11461,131,1,0.022,Truck,0
13933,365,16120,27,57,0,Truck,0
13934,365,11654,60,25,0.095,SUV,1
13935,365,14422,96,11,0.019,Truck,0
13936,365,13034,451,35,0.12,Car,1
13937,365,11514,240,47,0.012,Car,0
13938,365,14185,466,33,0.006,SUV,0
13939,365,13376,365,48,0.008,Truck,0
13940,365,18625,8,257,0.008,Truck,0
13941,365,10910,189,199,0.099,SUV,0
13942,365,12799,123,482,0.065,Truck,0
13943,365,14330,154,20,0,Minivan,0
13944,365,16927,16,126,0,Truck,0
13945,365,18206,162,45,0,SUV,0
13946,365,18141,790,395,0.051,Car,0
13947,365,17269,211,271,0,Car,1
13948,365,11341,217,274,0.071,Minivan,0
13949,365,11474,121,7,0.002,Truck,0
13950,365,10353,11,25,0.017,Truck,0
13951,365,11187,78,79,0,Car,0
13952,365,11936,42,66,0.042,Car,0
13953,365,9429,293,136,0.021,Truck,0
13954,365,8323,22,40,0.044,Car,0
13955,365,14669,139,65,0.111,SUV,1
13956,365,10439,97,7,0.028,Car,1
13957,365,8612,117,0,0.176,SUV,0
13958,365,9221,52,63,0,Car,1
13959,365,16129,232,264,0,Truck,0
13960,365,13450,344,35,0.027,SUV,0
13961,365,11845,110,122,0.001,Car,0
13962,365,13041,40,20,0.007,Car,0
13963,365,14724,249,10,0.035,SUV,0
13964,365,4427,35,54,0.092,SUV,0
13965,365,15693,138,116,0,Car,0
13966,365,12200,35,213,0.106,Truck,0
13967,365,11358,56,231,0.01,SUV,1
13968,365,10743,126,239,0.065,Truck,0
13969,365,7306,155,17,0.001,Truck,0
13970,365,16921,499,147,0.032,SUV,0
13971,365,9270,13,35,0.044,Truck,0
13972,365,17564,30,110,0,Truck,1
13973,365,10105,88,16,0.002,Truck,0
13974,365,20110,22,55,0,Car,0
13975,365,15950,12,243,0.001,Minivan,0
13976,365,13345,42,17,0.006,SUV,0
13977,365,13860,152,33,0.004,SUV,0
13978,365,17612,148,154,0,Car,1
13979,365,12131,133,125,0,SUV,0
13980,365,13656,164,305,0,Car,0
13981,365,17360,1,84,0.003,Truck,0
13982,365,15226,94,119,0,Car,0
13983,365,7918,73,494,0.02,Truck,0
13984,365,14375,5,0,0.142,Truck,0
13985,365,17048,19,313,0.017,Truck,1
13986,365,13914,6,145,0.055,Car,0
13987,365,13439,379,282,0.01,Minivan,0
13988,365,10224,100,1,0.03,Car,0
13989,365,15392,5,20,0.001,Truck,0
13990,365,20955,16,48,0.057,Truck,0
13991,365,17945,37,115,0.024,SUV,0
13992,365,12497,12,84,0.001,SUV,0
13993,365,8895,44,97,0.005,Truck,0
13994,365,14313,337,22,0.043,Car,0
13995,365,16236,11,62,0.015,Car,0
13996,365,9421,45,3,0.01,Minivan,1
13997,365,10410,42,211,0.437,Car,0
13998,365,9428,110,4,0.052,Truck,1
13999,365,15428,55,139,0.001,SUV,0
14000,365,17349,3,92,0.007,SUV,0
14001,365,13782,44,34,0,SUV,0
14002,365,10527,17,4,0.032,SUV,0
14003,365,9892,1,87,0.002,Minivan,0
14004,365,16654,302,632,0.039,SUV,0
14005,365,11443,17,226,0.001,Car,0
14006,365,16379,139,151,0.019,Truck,0
14007,365,7263,66,14,0.049,Car,1
14008,365,12121,128,99,0.016,SUV,1
14009,365,20203,723,127,0.085,Minivan,0
14010,365,12671,124,9,0.006,Truck,0
14011,365,8431,40,12,0.001,SUV,0
14012,365,8098,12,13,0.027,Car,0
14013,365,13494,69,20,0.007,Truck,0
14014,365,16498,24,219,0,SUV,0
14015,365,20538,380,180,0.017,Truck,0
14016,365,9979,529,97,0,Truck,0
14017,365,8150,134,35,0.029,Truck,0
14018,365,10003,37,452,0,Car,0
14019,365,14837,152,79,0.015,Car,0
14020,365,13326,388,121,0.005,Truck,0
14021,365,15103,19,29,0.246,Car,0
14022,365,20286,150,1,0,Truck,0
14023,365,7320,24,182,0.001,Minivan,0
14024,365,16049,584,194,0.03,Car,0
14025,365,6606,284,34,0.096,SUV,0
14026,365,7283,4,13,0.012,Car,0
14027,365,10416,144,8,0,Truck,0
14028,365,12285,3,549,0,Car,0
14029,365,18157,217,48,0.042,Car,0
14030,365,20364,77,17,0.049,SUV,0
14031,365,22500,83,39,0.006,SUV,1
14032,365,13725,53,125,0.095,Truck,0
14033,365,10885,40,187,0.03,Car,1
14034,365,18648,283,180,0.017,SUV,0
14035,365,8899,3,5,0.005,Truck,0
14036,365,13587,79,224,0.096,Truck,0
14037,365,13565,376,228,0.011,SUV,0
14038,365,13418,60,0,0.003,Truck,0
14039,365,8184,12,20,0,SUV,0
14040,365,18940,40,260,0.003,Truck,0
14041,365,21945,290,257,0.008,Truck,0
14042,365,9682,107,76,0,Truck,0
14043,365,9115,31,1,0.002,SUV,0
14044,365,10688,4,35,0,Truck,0
14045,365,5680,4,27,0.038,Truck,0
14046,365,14156,89,141,0.069,Car,0
14047,365,15256,15,33,0.058,Minivan,0
14048,365,10555,96,19,0.001,Truck,0
14049,365,14816,3,119,0.005,Truck,0
14050,365,19958,389,114,0.009,Truck,1
14051,365,13475,47,2,0.038,Car,0
14052,365,12354,23,241,0,Truck,0
14053,365,12171,641,228,0.008,Minivan,0
14054,365,12848,157,28,0,Truck,1
14055,365,23351,114,476,0,Car,1
14056,365,10278,135,23,0.261,Car,0
14057,365,11958,18,156,0.014,SUV,1
14058,365,15863,46,90,0.011,Truck,0
14059,365,12141,49,24,0,Car,0
14060,365,9460,70,135,0.013,Truck,0
14061,365,9224,85,148,0.089,Truck,0
14062,365,8362,190,12,0.003,Truck,0
14063,365,10035,421,18,0.011,SUV,1
14064,365,16083,104,46,0,Truck,1
14065,365,12183,46,198,0.004,Car,0
14066,365,11058,102,116,0.014,Truck,0
14067,365,16807,270,37,0.004,Truck,0
14068,365,15812,599,18,0,Car,0
14069,365,9113,0,9,0,Truck,0
14070,365,19543,1122,355,0.121,Truck,0
14071,365,9448,64,18,0,Truck,0
14072,365,17011,217,155,0.008,Car,0
14073,365,13950,89,124,0.002,Car,0
14074,365,17136,37,132,0.102,Car,0
14075,365,5806,10,68,0,SUV,0
14076,365,16446,463,124,0.01,Car,0
14077,365,16048,194,108,0.004,Truck,0
14078,365,8949,191,83,0.008,Truck,0
14079,365,11101,112,38,0.007,Car,0
14080,365,17288,147,140,0.013,SUV,0
14081,365,13333,68,116,0,Truck,0
14082,365,10397,82,1,0.096,Car,1
14083,365,14005,204,60,0.031,Truck,0
14084,365,12651,204,107,0.009,Truck,1
14085,365,8798,68,86,0.004,Truck,0
14086,365,14396,807,3,0,Truck,0
14087,365,11081,82,249,0,Car,0
14088,365,12267,26,62,0,Car,1
14089,365,14227,200,26,0.15,Truck,0
14090,365,15224,291,11,0,Truck,0
14091,365,8508,166,13,0.02,Truck,0
14092,365,15028,2,57,0.176,Truck,1
14093,365,18628,109,1,0.004,Car,1
14094,365,13772,169,217,0.017,Truck,0
14095,365,11134,103,28,0.017,SUV,0
14096,365,17218,1072,27,0,Car,0
14097,365,13300,75,274,0.001,SUV,0
14098,365,15770,4,255,0.075,Truck,1
14099,365,9071,15,1,0.043,SUV,0
14100,365,13182,5,76,0.002,Car,0
14101,365,22412,58,319,0.012,Truck,0
14102,365,16918,87,313,0.063,Car,0
14103,365,19829,204,48,0.03,Car,0
14104,365,17301,169,48,0.033,Car,1
14105,365,15087,121,103,0,Car,0
14106,365,6421,27,10,0.082,SUV,0
14107,365,14569,23,38,0,SUV,0
14108,365,9901,103,130,0.044,Truck,0
14109,365,10100,229,15,0,Truck,0
14110,365,9986,40,115,0.022,Truck,0
14111,365,13671,357,271,0.009,Truck,0
14112,365,19321,16,40,0.048,Car,0
14113,365,11268,27,12,0.164,Truck,0
14114,365,15417,63,3,0.002,Truck,0
14115,365,6674,106,93,0.01,Car,0
14116,365,6254,124,149,0.026,Car,1
14117,365,14731,190,144,0,Car,0
14118,365,19309,177,30,0,Car,0
14119,365,10511,37,21,0,SUV,0
14120,365,13406,107,180,0.11,Car,0
14121,365,25299,56,33,0,Truck,0
14122,365,15373,145,8,0,Car,0
14123,365,12518,112,218,0.001,Truck,0
14124,365,11774,60,27,0.033,Car,0
14125,365,19056,232,108,0.026,Car,0
14126,365,14642,22,435,0,Car,0
14127,365,11665,21,130,0.009,Truck,0
14128,365,8916,166,65,0.035,Car,0
14129,365,13790,214,67,0.012,Truck,0
14130,365,13342,15,16,0.039,Truck,0
14131,365,9768,71,2,0.01,Car,0
14132,365,8652,60,13,0.006,Truck,0
14133,365,8831,11,241,0.215,Car,0
14134,365,17242,850,115,0.009,SUV,1
14135,365,10950,60,40,0.019,Minivan,0
14136,365,15699,143,200,0.007,Minivan,0
14137,365,10852,145,172,0.039,Truck,0
14138,365,11049,36,42,0,Truck,0
14139,365,18523,8,88,0.009,Truck,0
14140,365,15148,253,185,0.001,Truck,0
14141,365,11928,127,172,0.019,SUV,0
14142,365,15401,340,366,0.02,Truck,1
14143,365,11879,142,2,0,SUV,0
14144,365,14378,530,13,0.053,SUV,0
14145,365,5125,33,299,0,Car,0
14146,365,8521,1,61,0,SUV,0
14147,365,9776,14,13,0.022,Car,0
14148,365,7437,119,48,0.025,SUV,0
14149,365,7623,103,21,0.001,Car,0
14150,365,11387,53,109,0.011,Truck,0
14151,365,9315,4,56,0.029,Car,0
14152,365,13678,37,8,0,Car,0
14153,365,8827,73,110,0.035,SUV,0
14154,365,25807,21,553,0,Truck,1
14155,365,20128,64,25,0.018,Car,0
14156,365,18110,15,102,0.001,Car,0
14157,365,8595,46,85,0.035,Car,1
14158,365,8143,11,31,0.005,Truck,0
14159,365,7984,336,57,0,Truck,0
14160,365,18175,91,14,0.095,SUV,1
14161,365,12012,136,29,0.018,Truck,0
14162,365,12882,35,160,0,Truck,0
14163,365,8993,49,58,0.006,SUV,0
14164,365,14793,40,89,0.004,Car,0
14165,365,17171,138,184,0,Truck,0
14166,365,17172,686,145,0.005,Car,0
14167,365,16422,541,19,0.007,Truck,0
14168,365,14103,76,10,0,SUV,0
14169,365,11407,67,59,0.024,Car,0
14170,365,5458,38,12,0.002,Car,0
14171,365,12926,119,135,0.001,SUV,0
14172,365,12998,506,15,0.251,Car,0
14173,365,12313,54,40,0,Car,0
14174,365,16029,69,55,0.003,Car,1
14175,365,12874,109,116,0,SUV,0
14176,365,9012,25,2,0.008,SUV,0
14177,365,15904,78,49,0,Truck,0
14178,365,12314,228,294,0.009,SUV,0
14179,365,9824,48,35,0.023,Truck,0
14180,365,22617,324,381,0.468,SUV,1
14181,365,17713,130,565,0.045,SUV,1
14182,365,16855,141,61,0,Car,0
14183,365,12364,209,28,0.061,Truck,0
14184,365,16456,93,51,0.001,Car,0
14185,365,11801,42,194,0.001,SUV,0
14186,365,15998,185,8,0.001,SUV,0
14187,365,10584,94,72,0.001,Truck,0
14188,365,21539,638,165,0,Car,0
14189,365,7960,240,2,0.01,Truck,1
14190,365,8257,90,7,0.046,Minivan,0
14191,365,11892,244,15,0.016,Truck,0
14192,365,8039,53,10,0.012,SUV,0
14193,365,20429,189,288,0.012,Truck,0
14194,365,13437,64,8,0.001,Car,0
14195,365,16832,214,28,0,Truck,0
14196,365,16477,23,31,0.003,SUV,1
14197,365,22227,54,80,0.003,Truck,0
14198,365,14163,13,190,0,Minivan,0
14199,365,14748,307,9,0,Car,1
14200,365,14783,103,305,0,Truck,0
14201,365,16249,4,261,0.027,SUV,1
14202,365,12949,80,331,0,Truck,0
14203,365,13902,63,38,0.028,Minivan,0
14204,365,17055,37,308,0.011,Car,0
14205,365,10956,56,71,0,Truck,0
14206,365,18650,188,45,0.003,Car,0
14207,365,9731,161,110,0.014,Car,0
14208,365,10304,144,44,0.012,Truck,1
14209,365,20563,339,32,0.038,Minivan,1
14210,365,9326,16,96,0.001,Car,0
14211,365,13295,13,53,0.001,SUV,0
14212,365,13177,213,15,0.009,SUV,0
14213,365,13446,336,74,0,Car,0
14214,365,15774,153,328,0.004,Car,0
14215,365,12657,128,132,0.057,SUV,0
14216,365,18292,161,2,0.105,Truck,1
14217,365,19734,196,91,0.011,Truck,0
14218,365,11411,63,31,0,Car,0
14219,365,20289,9,13,0.005,SUV,0
14220,365,12711,35,9,0,SUV,0
14221,365,7293,72,43,0,SUV,0
14222,365,16186,86,288,0.154,Car,1
14223,365,10645,191,101,0.013,Truck,0
14224,365,5992,129,73,0.004,Truck,0
14225,365,19728,578,112,0,Truck,0
14226,365,17598,848,867,0.082,Truck,0
14227,365,20018,89,138,0,Minivan,0
14228,365,17562,55,130,0.021,Car,0
14229,365,15504,116,5,0.009,Truck,0
14230,365,8410,20,111,0.006,Truck,1
14231,365,19408,173,97,0,Truck,0
14232,365,15160,232,117,0.038,SUV,0
14233,365,14082,135,16,0.001,Truck,0
14234,365,18439,379,433,0.007,Truck,0
14235,365,15945,133,362,0.042,SUV,0
14236,365,15977,214,2,0.015,SUV,0
14237,365,13695,350,260,0.001,Car,0
14238,365,11812,160,89,0.008,Truck,0
14239,365,14777,351,88,0.021,Truck,1
14240,365,13240,60,35,0.014,Car,1
14241,365,13230,104,33,0.003,SUV,0
14242,365,14889,361,117,0.02,Car,0
14243,365,18793,43,252,0.008,Truck,0
14244,365,18873,560,826,0.118,Car,0
14245,365,7713,175,39,0,Car,0
14246,365,14750,29,9,0,Truck,1
14247,365,13473,53,5,0,SUV,0
14248,365,7799,2,76,0.001,SUV,0
14249,365,7978,76,114,0.004,Truck,0
14250,365,11709,28,180,0.022,Truck,1
14251,365,8604,51,26,0,Car,0
14252,365,12004,129,143,0.18,Minivan,0
14253,365,17039,65,27,0.059,Truck,0
14254,365,10936,3,149,0.125,SUV,0
14255,365,11706,205,106,0.123,Truck,0
14256,365,22112,59,367,0.001,SUV,0
14257,365,13674,50,118,0.001,SUV,0
14258,365,6659,99,4,0.026,Car,1
14259,365,14255,522,224,0.001,Truck,0
14260,365,7715,2,81,0.006,Truck,0
14261,365,12177,87,32,0.055,Truck,0
14262,365,7377,4,163,0.001,Minivan,0
14263,365,21667,209,689,0.038,Truck,1
14264,365,9420,107,46,0.287,Car,0
14265,365,9903,39,1,0,Truck,0
14266,365,15292,3,72,0.076,SUV,0
14267,365,13999,183,202,0.01,SUV,0
14268,365,19464,37,22,0.001,Car,0
14269,365,12409,26,42,0,Car,0
14270,365,11066,40,35,0.002,SUV,0
14271,365,7749,127,85,0.002,Truck,0
14272,365,14011,137,258,0,Car,0
14273,365,19085,11,103,0.013,Truck,1
